timestamp,signal_strength,transmit_rate,ping_latency
2025-04-21T23:41:13.194150,85,206,18
2025-04-21T23:41:23.197410,85,206,2
2025-04-21T23:41:33.203415,85,206,3
2025-04-21T23:41:43.204898,85,206,4
2025-04-21T23:41:53.205275,85,206,4
2025-04-21T23:42:03.194885,85,206,2
2025-04-21T23:42:13.193331,85,206,5
2025-04-21T23:42:23.199400,84,206,3
2025-04-21T23:42:33.203604,84,206,4
2025-04-21T23:42:43.198685,83,206,11
2025-04-21T23:42:53.198624,84,206,8
2025-04-21T23:43:03.196664,84,206,10
2025-04-21T23:43:13.206535,85,229,8
2025-04-21T23:43:23.193646,84,229,4
2025-04-21T23:43:33.195555,83,206,13
2025-04-21T23:43:43.195104,83,206,3
2025-04-21T23:43:53.194852,83,155,12
2025-04-21T23:44:03.195560,83,155,9
2025-04-21T23:44:13.191721,83,155,12
2025-04-21T23:44:23.199355,83,155,9
2025-04-21T23:44:33.199657,83,155,13
2025-04-21T23:44:43.196926,83,155,4
2025-04-21T23:44:53.192777,83,155,3
2025-04-21T23:45:03.194660,83,155,2
2025-04-21T23:45:13.207435,83,195,2
2025-04-21T23:45:23.192586,83,195,3
2025-04-21T23:45:33.206310,83,195,2
2025-04-21T23:45:43.202957,83,195,4
2025-04-21T23:45:53.195721,83,163,10
2025-04-21T23:46:03.203939,83,163,22
2025-04-21T23:46:13.202682,83,163,12
2025-04-21T23:46:23.197599,83,163,2
2025-04-21T23:46:33.197574,83,163,5
2025-04-21T23:46:43.206016,83,163,14
2025-04-21T23:46:53.206774,83,163,6
2025-04-21T23:47:03.194834,83,163,6
2025-04-21T23:47:13.203931,83,163,5
2025-04-21T23:47:23.201502,83,163,2
2025-04-21T23:47:33.197830,83,163,2
2025-04-21T23:47:43.194615,83,163,2
2025-04-21T23:47:53.207603,83,163,3
2025-04-21T23:48:03.206142,83,163,3
2025-04-21T23:48:13.202868,83,163,2
2025-04-21T23:48:23.193836,83,195,3
2025-04-21T23:48:33.204102,83,195,2
2025-04-21T23:48:43.193809,84,195,2
2025-04-21T23:48:53.201129,84,195,3
2025-04-21T23:49:03.197765,84,195,2
2025-04-21T23:49:13.204267,84,206,2
2025-04-21T23:49:23.194743,84,206,3
2025-04-21T23:49:33.196240,83,138,2
2025-04-21T23:49:43.206287,83,138,4
2025-04-21T23:49:53.200594,83,172,3
2025-04-21T23:50:03.197835,81,172,2
2025-04-21T23:50:13.200252,81,172,2
2025-04-21T23:50:23.203410,82,172,1
2025-04-21T23:50:33.192726,82,172,3
2025-04-21T23:50:43.207153,83,172,2
2025-04-21T23:50:53.196265,83,172,2
2025-04-21T23:51:03.200520,83,172,1
2025-04-21T23:51:13.196637,83,155,2
2025-04-21T23:51:23.197721,83,155,3
2025-04-21T23:51:33.202734,83,155,4
2025-04-21T23:51:43.202877,82,155,2
2025-04-21T23:51:53.206680,82,155,2
2025-04-21T23:52:03.193357,82,155,2
2025-04-21T23:52:13.205632,82,117,4
2025-04-21T23:52:23.193387,82,117,4
2025-04-21T23:52:33.198273,82,117,3
2025-04-21T23:52:43.205820,82,117,2
2025-04-21T23:52:53.198281,82,117,2
2025-04-21T23:53:03.207741,82,117,2
2025-04-21T23:53:13.197148,82,117,2
2025-04-21T23:53:23.200602,82,117,2
2025-04-21T23:53:33.192174,82,117,2
2025-04-21T23:53:43.206940,82,117,2
2025-04-21T23:53:53.198417,82,117,2
2025-04-21T23:54:03.194670,82,117,3
2025-04-21T23:54:13.204401,82,117,2
2025-04-21T23:54:23.207716,82,117,2
2025-04-21T23:54:33.200618,82,146,2
2025-04-21T23:54:43.198680,82,146,3
2025-04-21T23:54:53.196383,82,146,3
2025-04-21T23:55:03.194792,81,146,3
2025-04-21T23:55:13.206876,82,146,2
2025-04-21T23:55:23.201530,82,146,2
2025-04-21T23:55:33.198008,82,146,2
2025-04-21T23:55:43.204572,82,146,3
2025-04-21T23:55:53.198834,82,146,2
2025-04-21T23:56:03.197065,82,146,2
2025-04-21T23:56:13.200987,82,146,3
2025-04-21T23:56:23.199081,82,146,2
2025-04-21T23:56:33.207070,82,146,10
2025-04-21T23:56:43.206196,82,146,2
2025-04-21T23:56:53.195612,82,146,2
2025-04-21T23:57:03.197895,82,146,2
2025-04-21T23:57:13.197364,82,146,2
2025-04-21T23:57:23.200419,81,146,2
2025-04-21T23:57:33.205665,81,146,2
2025-04-21T23:57:43.207674,82,146,2
2025-04-21T23:57:53.195084,82,138,3
2025-04-21T23:58:03.194191,82,138,2
2025-04-21T23:58:13.193999,82,138,2
2025-04-21T23:58:23.206237,82,138,2
2025-04-21T23:58:33.196506,83,138,2
2025-04-21T23:58:43.193211,82,155,2
2025-04-21T23:58:53.200024,82,155,2
2025-04-21T23:59:03.194112,82,155,2
2025-04-21T23:59:13.204106,82,172,1
2025-04-21T23:59:23.206234,82,155,3
2025-04-21T23:59:33.197630,82,155,3
2025-04-21T23:59:43.198271,82,155,2
2025-04-21T23:59:53.200165,82,155,2
2025-04-22T00:00:03.205490,82,155,2
2025-04-22T00:00:13.200031,82,155,3
2025-04-22T00:00:23.195571,83,155,2
2025-04-22T00:00:33.200950,83,155,10
2025-04-22T00:00:43.201924,82,155,2
2025-04-22T00:00:53.202342,82,155,2
2025-04-22T00:01:03.192628,82,155,3
2025-04-22T00:01:13.197143,83,155,2
2025-04-22T00:01:23.206782,83,155,2
2025-04-22T00:01:33.204322,82,155,3
2025-04-22T00:01:43.206428,82,115,2
2025-04-22T00:01:53.198388,82,115,2
2025-04-22T00:02:03.195295,82,115,2
2025-04-22T00:02:13.204411,83,115,2
2025-04-22T00:02:23.203719,82,115,3
2025-04-22T00:02:33.203235,82,115,3
2025-04-22T00:02:43.205209,82,115,4
2025-04-22T00:02:53.197646,85,29,4
2025-04-22T00:03:03.208331,85,29,3
2025-04-22T00:03:13.206169,85,29,3
2025-04-22T00:03:23.197762,85,244,7
2025-04-22T00:03:33.207484,85,271,16
2025-04-22T00:03:43.200763,85,271,8
2025-04-22T00:03:53.206319,99,103,4
2025-04-22T00:04:03.203775,85,29,5
2025-04-22T00:04:13.204496,85,29,10
2025-04-22T00:04:23.199898,85,195,17
2025-04-22T00:04:33.194795,85,195,9
2025-04-22T00:04:43.194446,86,244,7
2025-04-22T00:04:53.356432,33,29,52
2025-04-22T00:05:13.242534,81,103,2
2025-04-22T00:05:23.218000,81,29,2
2025-04-22T00:05:33.443648,81,29,3
2025-04-22T00:05:43.196420,81,29,2
2025-04-22T00:05:53.192425,82,29,3
2025-04-22T00:06:03.202576,83,29,2
2025-04-22T00:06:13.197762,83,29,2
2025-04-22T00:06:23.202202,82,29,1
2025-04-22T00:06:33.202925,83,138,2
2025-04-22T00:06:43.196935,83,138,3
2025-04-22T00:06:53.192513,83,138,3
2025-04-22T00:07:03.195680,83,138,2
2025-04-22T00:07:13.205178,82,138,3
2025-04-22T00:07:23.199912,83,138,2
2025-04-22T00:07:33.207311,83,138,3
2025-04-22T00:07:43.195625,83,138,3
2025-04-22T00:07:53.196237,83,138,2
2025-04-22T00:08:03.206407,83,138,2
2025-04-22T00:08:13.203182,83,138,2
2025-04-22T00:08:23.194822,83,138,6
2025-04-22T00:08:33.204366,83,138,2
2025-04-22T00:08:43.206463,83,138,4
2025-04-22T00:08:53.197035,83,138,3
2025-04-22T00:09:03.203657,83,138,2
2025-04-22T00:09:13.200931,81,155,2
2025-04-22T00:09:23.200102,82,155,3
2025-04-22T00:09:33.200141,83,155,5
2025-04-22T00:09:43.196690,83,206,5
2025-04-22T00:09:53.194286,84,206,7
2025-04-22T00:10:03.202429,85,206,2
2025-04-22T00:10:13.199826,82,206,5
2025-04-22T00:10:23.203487,82,206,2
2025-04-22T00:10:33.195723,82,206,3
2025-04-22T00:10:43.197611,82,172,3
2025-04-22T00:10:53.197561,82,172,3
2025-04-22T00:11:03.200000,82,172,4
2025-04-22T00:11:13.204712,82,172,3
2025-04-22T00:11:23.200134,82,172,2
2025-04-22T00:11:33.200524,82,172,1
2025-04-22T00:11:43.204368,82,172,2
2025-04-22T00:11:53.195332,82,172,2
2025-04-22T00:12:03.202871,82,172,2
2025-04-22T00:12:13.204029,82,172,2
2025-04-22T00:12:23.202727,82,172,2
2025-04-22T00:12:33.199352,82,172,3
2025-04-22T00:12:43.197284,82,172,2
2025-04-22T00:12:53.194194,82,172,3
2025-04-22T00:13:03.198196,82,172,3
2025-04-22T00:13:13.203078,82,172,3
2025-04-22T00:13:23.194880,82,172,2
2025-04-22T00:13:33.207476,82,172,3
2025-04-22T00:13:43.199366,82,155,2
2025-04-22T00:13:53.192588,82,155,2
2025-04-22T00:14:03.193913,82,155,2
2025-04-22T00:14:13.206257,82,155,3
2025-04-22T00:14:23.194488,82,155,4
2025-04-22T00:14:33.194438,82,155,2
2025-04-22T00:14:43.195892,82,155,2
2025-04-22T00:14:53.205295,82,155,3
2025-04-22T00:15:03.205595,82,155,4
2025-04-22T00:15:13.196538,82,155,2
2025-04-22T00:15:23.198145,82,155,27
2025-04-22T00:15:33.202266,82,155,7
2025-04-22T00:15:43.204326,82,155,3
2025-04-22T00:15:53.193025,82,155,2
2025-04-22T00:16:03.197263,82,155,2
2025-04-22T00:16:13.193473,82,155,2
2025-04-22T00:16:23.204747,82,155,1
2025-04-22T00:16:33.192762,82,155,2
2025-04-22T00:16:43.193559,82,155,2
2025-04-22T00:16:53.196757,82,155,4
2025-04-22T00:17:03.202968,82,155,4
2025-04-22T00:17:13.196598,82,155,2
2025-04-22T00:17:23.203983,82,155,2
2025-04-22T00:17:33.199253,82,155,2
2025-04-22T00:17:43.203995,82,155,3
2025-04-22T00:17:53.195730,82,155,3
2025-04-22T00:18:03.411982,82,155,2
2025-04-22T00:18:13.197533,82,155,5
2025-04-22T00:18:23.197303,82,155,2
2025-04-22T00:18:33.203785,82,155,2
2025-04-22T00:18:43.193176,82,172,3
2025-04-22T00:18:53.201402,82,172,2
2025-04-22T00:19:03.192895,82,172,2
2025-04-22T00:19:13.195168,82,172,3
2025-04-22T00:19:23.195570,82,172,2
2025-04-22T00:19:33.203721,82,172,2
2025-04-22T00:19:43.196221,82,172,4
2025-04-22T00:19:53.198415,82,172,2
2025-04-22T00:20:03.203500,82,172,2
2025-04-22T00:20:13.198577,82,172,2
2025-04-22T00:20:23.206056,82,172,2
2025-04-22T00:20:33.197683,82,172,3
2025-04-22T00:20:43.204128,82,172,2
2025-04-22T00:20:53.198251,82,172,2
2025-04-22T00:21:03.196797,82,172,2
2025-04-22T00:21:13.204690,82,172,2
2025-04-22T00:21:23.193889,82,172,2
2025-04-22T00:21:33.195206,82,172,2
2025-04-22T00:21:43.205365,82,172,3
2025-04-22T00:21:53.193950,82,172,2
2025-04-22T00:22:03.198913,82,172,2
2025-04-22T00:22:13.204814,82,155,2
2025-04-22T00:22:23.204562,82,155,3
2025-04-22T00:22:33.204490,82,155,2
2025-04-22T00:22:43.202625,82,155,2
2025-04-22T00:22:53.206987,82,155,2
2025-04-22T00:23:03.197596,82,155,2
2025-04-22T00:23:13.191590,82,155,2
2025-04-22T00:23:23.207021,82,155,2
2025-04-22T00:23:33.197396,82,155,5
2025-04-22T00:23:43.198151,82,155,3
2025-04-22T00:23:53.204398,82,155,1
2025-04-22T00:24:03.192454,82,155,2
2025-04-22T00:24:13.204531,82,155,3
2025-04-22T00:24:23.197946,82,155,2
2025-04-22T00:24:33.203929,82,155,2
2025-04-22T00:24:43.196546,82,155,2
2025-04-22T00:24:53.193054,82,155,2
2025-04-22T00:25:03.197773,82,155,2
2025-04-22T00:25:13.198364,82,155,2
2025-04-22T00:25:23.192775,82,155,2
2025-04-22T00:25:33.193847,82,155,11
2025-04-22T00:25:43.196805,82,155,3
2025-04-22T00:25:53.203889,82,155,2
2025-04-22T00:26:03.202247,82,155,2
2025-04-22T00:26:13.196295,82,130,2
2025-04-22T00:26:23.204530,82,130,2
2025-04-22T00:26:33.204315,82,130,6
2025-04-22T00:26:43.197050,82,130,3
2025-04-22T00:26:53.196437,82,130,12
2025-04-22T00:27:03.197244,82,130,2
2025-04-22T00:27:13.198384,82,130,2
2025-04-22T00:27:23.194456,82,130,3
2025-04-22T00:27:33.203594,82,130,3
2025-04-22T00:27:43.206611,82,130,4
2025-04-22T00:27:53.205892,82,130,4
2025-04-22T00:28:03.204348,82,130,2
2025-04-22T00:28:13.207015,82,130,2
2025-04-22T00:28:23.194117,82,130,3
2025-04-22T00:28:33.195637,82,130,2
2025-04-22T00:28:43.197802,82,130,3
2025-04-22T00:28:53.203380,82,130,2
2025-04-22T00:29:03.202516,82,130,2
2025-04-22T00:29:13.203367,82,130,3
2025-04-22T00:29:23.199954,82,130,2
2025-04-22T00:29:33.198747,82,130,1
2025-04-22T00:29:43.203972,82,130,2
2025-04-22T00:29:53.199743,82,155,2
2025-04-22T00:30:03.202620,82,155,2
2025-04-22T00:30:13.201297,82,155,2
2025-04-22T00:30:23.198919,82,155,2
2025-04-22T00:30:33.196687,82,155,2
2025-04-22T00:30:43.200863,82,155,3
2025-04-22T00:30:53.205779,82,155,2
2025-04-22T00:31:03.197491,82,155,2
2025-04-22T00:31:13.199050,82,155,4
2025-04-22T00:31:23.192672,82,155,2
2025-04-22T00:31:33.204246,82,155,3
2025-04-22T00:31:43.202729,82,155,2
2025-04-22T00:31:53.194242,82,155,3
2025-04-22T00:32:03.193570,82,155,2
2025-04-22T00:32:13.197584,82,155,2
2025-04-22T00:32:23.192877,82,155,3
2025-04-22T00:32:33.199630,82,155,2
2025-04-22T00:32:43.193901,82,155,2
2025-04-22T00:32:53.193679,82,155,2
2025-04-22T00:33:03.206069,82,155,2
2025-04-22T00:33:13.194518,82,155,2
2025-04-22T00:33:23.193053,82,155,3
2025-04-22T00:33:33.200843,82,155,2
2025-04-22T00:33:43.206181,82,155,1
2025-04-22T00:33:53.198059,82,155,2
2025-04-22T00:34:03.193198,82,155,2
2025-04-22T00:34:13.194165,82,155,2
2025-04-22T00:34:23.196094,82,155,2
2025-04-22T00:34:33.200829,82,155,2
2025-04-22T00:34:43.206079,82,155,3
2025-04-22T00:34:53.197871,82,155,3
2025-04-22T00:35:03.195342,82,155,2
2025-04-22T00:35:13.206589,82,155,4
2025-04-22T00:35:23.197513,82,155,2
2025-04-22T00:35:33.201551,82,155,3
2025-04-22T00:35:43.196773,82,155,2
2025-04-22T00:35:53.193976,82,155,2
2025-04-22T00:36:03.193271,82,155,2
2025-04-22T00:36:13.199927,82,155,3
2025-04-22T00:36:23.196890,82,155,3
2025-04-22T00:36:33.193994,82,155,2
2025-04-22T00:36:43.198907,82,155,1
2025-04-22T00:36:53.203204,82,172,2
2025-04-22T00:37:03.194270,82,172,2
2025-04-22T00:37:13.204301,82,172,2
2025-04-22T00:37:23.194580,82,172,2
2025-04-22T00:37:33.196172,82,172,2
2025-04-22T00:37:43.201438,82,172,2
2025-04-22T00:37:53.200176,82,172,3
2025-04-22T00:38:03.205413,82,172,2
2025-04-22T00:38:13.201537,82,172,2
2025-04-22T00:38:23.192164,82,172,2
2025-04-22T00:38:33.203813,82,172,3
2025-04-22T00:38:43.201071,82,172,2
2025-04-22T00:38:53.200556,82,172,2
2025-04-22T00:39:03.198086,82,172,6
2025-04-22T00:39:13.197892,82,172,3
2025-04-22T00:39:23.205774,82,172,2
2025-04-22T00:39:33.191991,82,172,2
2025-04-22T00:39:43.193591,82,172,2
2025-04-22T00:39:53.192129,82,172,2
2025-04-22T00:40:03.205282,82,172,3
2025-04-22T00:40:13.203750,82,172,2
2025-04-22T00:40:23.197189,82,172,1
2025-04-22T00:40:33.205567,82,172,3
2025-04-22T00:40:43.193066,82,172,4
2025-04-22T00:40:53.207253,82,172,2
2025-04-22T00:41:03.207108,82,172,3
2025-04-22T00:41:13.199996,82,172,2
2025-04-22T00:41:23.203070,82,172,2
2025-04-22T00:41:33.196568,82,172,4
2025-04-22T00:41:43.195357,82,172,2
2025-04-22T00:41:53.203638,82,172,2
2025-04-22T00:42:03.205013,82,172,2
2025-04-22T00:42:13.201837,82,172,3
2025-04-22T00:42:23.193552,82,172,2
2025-04-22T00:42:33.203568,82,172,4
2025-04-22T00:42:43.193444,82,172,2
2025-04-22T00:42:53.198595,82,155,3
2025-04-22T00:43:03.203513,82,155,2
2025-04-22T00:43:13.195344,82,155,3
2025-04-22T00:43:23.204717,82,155,2
2025-04-22T00:43:33.193223,82,155,2
2025-04-22T00:43:43.200889,82,155,3
2025-04-22T00:43:53.194370,82,155,2
2025-04-22T00:44:03.207511,82,155,2
2025-04-22T00:44:13.192854,82,155,2
2025-04-22T00:44:23.205709,82,172,2
2025-04-22T00:44:33.198595,82,172,2
2025-04-22T00:44:43.196256,82,172,2
2025-04-22T00:44:53.200509,82,172,4
2025-04-22T00:45:03.203051,82,172,2
2025-04-22T00:45:13.196672,82,172,2
2025-04-22T00:45:23.203116,82,172,2
2025-04-22T00:45:33.201111,82,172,2
2025-04-22T00:45:43.195798,82,172,14
2025-04-22T00:45:53.202182,82,172,2
2025-04-22T00:46:03.192676,82,172,3
2025-04-22T00:46:13.199018,82,172,2
2025-04-22T00:46:23.202991,82,172,2
2025-04-22T00:46:33.207248,82,155,2
2025-04-22T00:46:43.197715,82,155,2
2025-04-22T00:46:53.201001,82,155,2
2025-04-22T00:47:03.197019,82,155,3
2025-04-22T00:47:13.204688,82,155,2
2025-04-22T00:47:23.193245,82,155,2
2025-04-22T00:47:33.193431,82,155,2
2025-04-22T00:47:43.195161,82,155,2
2025-04-22T00:47:53.195251,82,155,4
2025-04-22T00:48:03.212372,82,155,6
2025-04-22T00:48:13.204228,82,155,2
2025-04-22T00:48:23.199237,82,155,2
2025-04-22T00:48:33.199682,82,155,2
2025-04-22T00:48:43.197293,82,172,2
2025-04-22T00:48:53.203370,82,172,3
2025-04-22T00:49:03.196328,82,172,2
2025-04-22T00:49:13.197566,82,172,3
2025-04-22T00:49:23.199793,82,172,2
2025-04-22T00:49:33.194739,82,155,2
2025-04-22T00:49:43.199680,82,155,2
2025-04-22T00:49:53.197269,82,155,2
2025-04-22T00:50:03.199041,82,155,2
2025-04-22T00:50:13.201925,82,155,2
2025-04-22T00:50:23.202865,82,155,2
2025-04-22T00:50:33.198942,82,155,3
2025-04-22T00:50:43.198999,82,155,4
2025-04-22T00:50:53.197752,82,155,2
2025-04-22T00:51:03.200197,82,155,2
2025-04-22T00:51:13.198410,82,155,3
2025-04-22T00:51:23.199253,82,155,2
2025-04-22T00:51:33.196345,82,155,2
2025-04-22T00:51:43.195099,82,155,4
2025-04-22T00:51:53.198763,82,155,4
2025-04-22T00:52:03.202740,82,155,2
2025-04-22T00:52:13.203407,82,155,2
2025-04-22T00:52:23.197760,82,155,3
2025-04-22T00:52:33.198121,82,155,2
2025-04-22T00:52:43.201969,82,155,2
2025-04-22T00:52:53.197888,82,155,3
2025-04-22T00:53:03.206310,82,155,2
2025-04-22T00:53:13.193544,82,155,3
2025-04-22T00:53:23.192048,82,155,3
2025-04-22T00:53:33.192080,82,155,2
2025-04-22T00:53:43.197537,82,155,2
2025-04-22T00:53:53.202478,82,155,2
2025-04-22T00:54:03.205011,82,155,3
2025-04-22T00:54:13.196403,82,155,2
2025-04-22T00:54:23.200904,82,155,3
2025-04-22T00:54:33.204782,82,155,3
2025-04-22T00:54:43.204374,82,155,2
2025-04-22T00:54:53.199020,82,155,2
2025-04-22T00:55:03.202261,82,155,3
2025-04-22T00:55:13.202744,82,155,2
2025-04-22T00:55:23.191694,82,155,2
2025-04-22T00:55:33.204014,82,155,4
2025-04-22T00:55:43.194393,82,155,2
2025-04-22T00:55:53.196880,82,155,3
2025-04-22T00:56:03.192818,82,155,4
2025-04-22T00:56:13.203075,82,155,3
2025-04-22T00:56:23.194922,82,155,5
2025-04-22T00:56:33.196575,82,155,3
2025-04-22T00:56:43.195928,82,155,3
2025-04-22T00:56:53.202964,82,155,2
2025-04-22T00:57:03.196728,82,155,2
2025-04-22T00:57:13.197161,82,155,3
2025-04-22T00:57:23.201344,82,155,2
2025-04-22T00:57:33.193029,82,155,2
2025-04-22T00:57:43.198609,82,155,2
2025-04-22T00:57:53.197586,82,155,2
2025-04-22T00:58:03.199507,82,155,2
2025-04-22T00:58:13.202743,82,155,2
2025-04-22T00:58:23.198842,82,155,2
2025-04-22T00:58:33.193973,82,155,3
2025-04-22T00:58:43.203416,82,155,3
2025-04-22T00:58:53.197844,82,155,3
2025-04-22T00:59:03.193171,82,155,2
2025-04-22T00:59:13.192424,82,155,3
2025-04-22T00:59:23.204722,82,155,2
2025-04-22T00:59:33.204024,82,155,2
2025-04-22T00:59:43.193432,82,155,2
2025-04-22T00:59:53.201959,82,155,3
2025-04-22T01:00:03.191795,82,155,2
2025-04-22T01:00:13.200816,82,155,3
2025-04-22T01:00:23.198973,82,155,3
2025-04-22T01:00:33.198923,82,155,3
2025-04-22T01:00:43.192873,82,155,4
2025-04-22T01:00:53.203195,82,155,2
2025-04-22T01:01:03.206001,82,155,3
2025-04-22T01:01:13.205827,82,155,2
2025-04-22T01:01:23.207006,82,155,2
2025-04-22T01:01:33.201786,82,155,2
2025-04-22T01:01:43.199653,82,155,2
2025-04-22T01:01:53.194741,82,155,2
2025-04-22T01:02:03.204322,82,155,1
2025-04-22T01:02:13.191906,82,155,2
2025-04-22T01:02:23.197272,82,155,3
2025-04-22T01:02:33.193741,82,172,3
2025-04-22T01:02:43.202632,82,172,3
2025-04-22T01:02:53.252993,82,172,2
2025-04-22T01:03:03.205406,82,172,2
2025-04-22T01:03:13.198129,82,172,2
2025-04-22T01:03:23.193554,82,172,2
2025-04-22T01:03:33.198642,82,172,3
2025-04-22T01:03:43.198618,82,172,3
2025-04-22T01:03:53.202476,82,172,2
2025-04-22T01:04:03.198003,82,172,3
2025-04-22T01:04:13.193676,82,172,3
2025-04-22T01:04:23.199373,82,172,4
2025-04-22T01:04:33.196877,82,172,2
2025-04-22T01:04:43.193707,82,172,3
2025-04-22T01:04:53.201942,82,172,2
2025-04-22T01:05:03.194315,82,172,3
2025-04-22T01:05:13.200708,82,172,2
